2012-08-28	 	2012-08-28	 	TELE2 SVERIGE	 	-138,00	 	3 562,43
2012-08-27	 	2012-08-24	 	COOP KONSUM BE	 	-195,75	 	3 700,43
2012-08-27	 	2012-08-26	 	CAFE 60	 	-148,00	 	3 896,18
2012-08-27	 	2012-08-24	 	1107 KONTANTEN	 	-100,00	 	4 044,18
2012-08-27	 	2012-08-23	 	COOP KONSUM BE	 	-15,00	 	4 144,18
2012-08-27	 	2012-08-25	 	SJATTE TUNNAN	 	-59,00	 	4 159,18
2012-08-27	 	2012-08-25	 	SJATTE TUNNAN	 	-79,00	 	4 218,18
2012-08-27	 	2012-08-23	 	COOP KONSUM BE	 	-29,50	 	4 297,18
2012-08-27	 	2012-08-25	 	COOP KONSUM BE	 	-26,90	 	4 326,68
2012-08-27	 	2012-08-23	 	COOP KONSUM BE	 	-39,80	 	4 353,58
2012-08-27	 	2012-08-25	 	SYSTEMBOLAGET	 	-143,20	 	4 393,38
2012-08-27	 	2012-08-27	 	Överf Internet	 	-2 706,00	 	4 536,58
2012-08-27	 	2012-08-27	 	00091702944735	 	5 000,00	 	7 242,58
2012-08-26	 	2012-08-26	 	BANKOMAT 11.19	 	-100,00	 	2 242,58
2012-08-24	 	2012-08-22	 	COOP KONSUM KI	 	-27,40	 	2 342,58
2012-08-24	 	2012-08-22	 	COOP NARA KRIS	 	-20,95	 	2 369,98
2012-08-23	 	2012-08-21	 	COOP KONSUM BE	 	-23,50	 	2 390,93
2012-08-22	 	2012-08-20	 	COOP NARA KRIS	 	-23,58	 	2 414,43
2012-08-22	 	2012-08-21	 	APOTEKET NAJAD	 	-74,00	 	2 438,01
2012-08-21	 	2012-08-19	 	COOP KONSUM BE	 	-20,25	 	2 512,01
2012-08-21	 	2012-08-20	 	BENJYS COFFE S	 	-1 540,00	 	2 532,26
2012-08-20	 	2012-08-18	 	PARADIES Ä 752	 	-115,83	 	4 072,26
2012-08-20	 	2012-08-16	 	NM LAST CALL Ä	 	-166,50	 	4 188,09
2012-08-19	 	2012-08-19	 	robert middag	 	-110,00	 	4 354,59
2012-08-17	 	2012-08-15	 	COVERED BRIDGE	 	-216,82	 	4 464,59
2012-08-17	 	2012-08-16	 	TIMBERLAND Ä30	 	-130,09	 	4 681,41
2012-08-14	 	2012-08-11	 	JCPENNEY 0174	 	-81,49	 	4 811,50
2012-08-14	 	2012-08-11	 	JCPENNEY 0174	 	-135,82	 	4 892,99
2012-08-13	 	2012-08-10	 	UTTAGSAVGIFT	 	-35,00	 	5 028,81
2012-08-13	 	2012-08-10	 	139 CENTER ST	 	-422,36	 	5 063,81
2012-08-09	 	2012-08-07	 	COOP KONSUM KI	 	-24,90	 	5 486,17
2012-08-08	 	2012-08-06	 	COOP KONSUM BE	 	-99,00	 	5 511,07
2012-08-07	 	2012-08-06	 	00091702944735	 	5 000,00	 	5 610,07
2012-08-06	 	2012-08-03	 	1107 KONTANTEN	 	-200,00	 	610,07
2012-08-06	 	2012-08-04	 	T-JARLEN	 	-26,90	 	810,07
2012-08-06	 	2012-08-02	 	COOP KONSUM BE	 	-115,85	 	836,97
2012-08-06	 	2012-08-03	 	TEKNISKA HOGSK	 	-35,00	 	952,82
2012-08-06	 	2012-08-04	 	COOP KONSUM BE	 	-16,90	 	987,82
2012-08-03	 	2012-08-01	 	COOP NARA KRIS	 	-48,80	 	1 004,72
2012-08-03	 	2012-08-01	 	COOP KONSUM BE	 	-95,30	 	1 053,52
2012-08-03	 	2012-08-03	 	Till 662206118	 	-500,00	 	1 148,82
2012-08-02	 	2012-07-31	 	COOP NARA KRIS	 	-44,30	 	1 648,82
2012-08-02	 	2012-08-01	 	PIZZERIA KRIST	 	-70,00	 	1 693,12
2012-08-02	 	2012-08-01	 	PIREN RESTAURA	 	-140,00	 	1 763,12
2012-08-01	 	2012-07-30	 	MAX STOCKHOLM	 	-63,00	 	1 903,12
2012-08-01	 	2012-07-30	 	COOP NARA KRIS	 	-45,50	 	1 966,12
2012-08-01	 	2012-08-01	 	IKANO BANK	 	-100,00	 	2 011,62
2012-07-31	 	2012-07-24	 	CDON SVERIGE	 	-615,00	 	2 111,62
2012-07-30	 	2012-07-27	 	KJELL & COMPAN	 	-349,00	 	2 726,62
2012-07-30	 	2012-07-29	 	CAFE BELLMAN	 	-64,00	 	3 075,62
2012-07-30	 	2012-07-26	 	COOP NARA KRIS	 	-118,80	 	3 139,62
2012-07-30	 	2012-07-27	 	SYSTEMBOLAGET	 	-115,40	 	3 258,42
2012-07-30	 	2012-07-27	 	CAFE BELLMAN	 	-30,00	 	3 373,82
2012-07-30	 	2012-07-29	 	CAFE BELLMAN	 	-8,00	 	3 403,82
2012-07-30	 	2012-07-30	 	Stående överf	 	1 000,00	 	3 411,82
2012-07-27	 	2012-07-25	 	COOP KONSUM BE	 	-37,80	 	2 411,82
2012-07-27	 	2012-07-27	 	TELE2 SVERIGE	 	-104,00	 	2 449,62
2012-07-26	 	2012-07-25	 	SYSTEMBOLAGET	 	-139,00	 	2 553,62
2012-07-26	 	2012-07-25	 	APOTEKET UGGLA	 	-29,00	 	2 692,62
2012-07-26	 	2012-07-25	 	SYSTEMBOLAGET	 	-171,00	 	2 721,62
2012-07-26	 	2012-07-24	 	COOP KONSUM BE	 	-16,90	 	2 892,62
2012-07-26	 	2012-07-26	 	STOCKHOLMS STA	 	-225,00	 	2 909,52
2012-07-25	 	2012-07-25	 	hyra	 	-2 750,00	 	3 134,52
2012-07-25	 	2012-07-23	 	COOP KONSUM KI	 	-46,95	 	5 884,52
2012-07-25	 	2012-07-25	 	Överf Internet	 	-12 000,00	 	5 931,47
2012-07-24	 	2012-07-24	 	Reskassan	 	8 000,00	 	17 931,47
2012-07-20	 	2012-07-19	 	FITNESS 24 SEV	 	-1 049,00	 	9 931,47
2012-07-19	 	2012-07-18	 	ICA SUPERMARKE	 	-47,80	 	10 980,47
2012-07-18	 	2012-07-17	 	SJ KUNDBOKNING	 	-139,00	 	11 028,27
2012-07-18	 	2012-07-17	 	ICA NARA BERGS	 	-167,60	 	11 167,27
2012-07-18	 	2012-07-17	 	MAXI ICA STORM	 	-248,10	 	11 334,87
2012-07-17	 	2012-07-15	 	COOP KONSUM BE	 	-50,40	 	11 582,97
2012-07-02	 	2012-07-02	 	IKANO BANK	 	-100,00	 	11 633,37
2012-06-29	 	2012-06-29	 	FITNESS24	 	-76,00	 	11 733,37
2012-06-29	 	2012-06-29	 	Stående överf	 	1 000,00	 	11 809,37
2012-06-28	 	2012-06-28	 	TELE2 SVERIGE	 	-103,00	 	10 809,37
2012-06-25	 	2012-06-20	 	LÖN	 	4 782,00	 	10 912,37
2012-06-11	 	2012-06-08	 	1107 KONTANTEN	 	-200,00	 	6 130,37
2012-06-11	 	2012-06-08	 	BANTORGET SERV	 	-112,00	 	6 330,37
2012-06-11	 	2012-06-08	 	7-Eleven 18126	 	-30,00	 	6 442,37
2012-06-11	 	2012-06-08	 	WURREN	 	-89,00	 	6 472,37
2012-06-11	 	2012-06-09	 	COOP KONSUM BE	 	-10,95	 	6 561,37
2012-06-09	 	2012-06-09	 	Överf Internet	 	-20 000,00	 	6 572,32
2012-06-08	 	2012-06-07	 	ICA NARA BERGS	 	-15,50	 	26 572,32
2012-06-08	 	2012-06-07	 	REST. BRAZILIA	 	-65,00	 	26 587,82
2012-06-08	 	2012-06-06	 	JERNVEGSGRILLE	 	-25,00	 	26 652,82
2012-06-08	 	2012-06-08	 	SK8511220371	 	3 887,00	 	26 677,82
2012-06-08	 	2012-06-08	 	00091702944735	 	20 000,00	 	22 790,82
2012-06-07	 	2012-06-06	 	ICA NARA BERGS	 	-25,00	 	2 790,82
2012-06-07	 	2012-06-05	 	COOP KONSUM BE	 	-8,45	 	2 815,82
2012-06-07	 	2012-06-05	 	SYSTEMBOLAGET	 	-399,00	 	2 824,27
2012-06-07	 	2012-06-05	 	SIDEN SELMA	 	-463,00	 	3 223,27
2012-06-07	 	2012-06-06	 	BULLENS CAFE	 	-60,00	 	3 686,27
2012-06-05	 	2012-06-03	 	COOP KONSUM BE	 	-16,95	 	3 746,27
2012-06-05	 	2012-06-04	 	FORMAGGIO PIZZ	 	-75,00	 	3 763,22
2012-06-05	 	2012-06-04	 	CAFE 60	 	-24,00	 	3 838,22
2012-06-04	 	2012-06-02	 	JERNVEGSGRILLE	 	-57,00	 	3 862,22
2012-06-04	 	2012-06-01	 	1815 KONTANTEN	 	-300,00	 	3 919,22
2012-06-04	 	2012-06-01	 	7-Eleven 18126	 	-44,00	 	4 219,22
2012-06-04	 	2012-05-31	 	JERNVEGSGRILLE	 	-57,00	 	4 263,22
2012-06-04	 	2012-05-31	 	COOP KONSUM BE	 	-8,45	 	4 320,22
2012-06-04	 	2012-05-31	 	COOP KONSUM BE	 	-25,40	 	4 328,67
2012-06-01	 	2012-05-30	 	BIBLIOTEKS CAF	 	-14,00	 	4 354,07
2012-06-01	 	2012-05-31	 	TEKNISKA HOGSK	 	-15,00	 	4 368,07
2012-06-01	 	2012-06-01	 	IKANO BANK	 	-100,00	 	4 383,07
2012-05-31	 	2012-05-30	 	MAX STOCKHOLM	 	-28,00	 	4 483,07
2012-05-31	 	2012-05-30	 	T SNABBEN	 	-32,13	 	4 511,07
2012-05-30	 	2012-05-29	 	1815 KONTANTEN	 	-200,00	 	4 543,20
2012-05-30	 	2012-05-28	 	COOP KONSUM BE	 	-43,39	 	4 743,20
2012-05-30	 	2012-05-29	 	T SNABBEN	 	-14,59	 	4 786,59
2012-05-30	 	2012-05-30	 	Stående överf	 	1 000,00	 	4 801,18
2012-05-29	 	2012-05-28	 	T SNABBEN	 	-30,00	 	3 801,18
2012-05-29	 	2012-05-28	 	STOCKHOLMS DYK	 	445,50	 	3 831,18
2012-05-29	 	2012-05-26	 	COOP KONSUM BE	 	-77,23	 	3 385,68
2012-05-29	 	2012-05-28	 	MUFFIN BAKERY	 	-25,00	 	3 462,91
2012-05-29	 	2012-05-29	 	FITNESS24	 	-169,00	 	3 487,91
2012-05-28	 	2012-05-26	 	7-Eleven 18126	 	-22,00	 	3 656,91
2012-05-28	 	2012-05-26	 	BULLENS CAFE	 	-60,00	 	3 678,91
2012-05-28	 	2012-05-25	 	MC DONALDS HOT	 	-30,00	 	3 738,91
2012-05-28	 	2012-05-25	 	T SNABBEN	 	-31,03	 	3 768,91
2012-05-28	 	2012-05-24	 	COOP KONSUM BE	 	-5,50	 	3 799,94
2012-05-28	 	2012-05-24	 	COOP KONSUM BE	 	-45,90	 	3 805,44
2012-05-28	 	2012-05-25	 	ROYAN	 	394,00	 	3 851,34
2012-05-26	 	2012-05-26	 	Överf Internet	 	-6 000,00	 	3 457,34
2012-05-26	 	2012-05-26	 	Överf Internet	 	-5 420,00	 	9 457,34
2012-05-26	 	2012-05-26	 	BANKOMAT 10.48	 	-100,00	 	14 877,34
2012-05-25	 	2012-05-24	 	T SNABBEN	 	-30,00	 	14 977,34
2012-05-25	 	2012-05-24	 	STOCKHOLMS DYK	 	-2 506,50	 	15 007,34
2012-05-25	 	2012-05-23	 	KISTA RACKET C	 	-35,00	 	17 513,84
2012-05-25	 	2012-05-24	 	HEMKOP STHLM C	 	-18,50	 	17 548,84
2012-05-25	 	2012-05-25	 	TELE2 SVERIGE	 	-133,00	 	17 567,34
2012-05-25	 	2012-05-23	 	STUDSTÖD	 	4 460,00	 	17 700,34
2012-05-25	 	2012-05-23	 	LÖN	 	7 508,00	 	13 240,34
2012-05-24	 	2012-05-23	 	T SNABBEN	 	-30,90	 	5 732,34
2012-05-24	 	2012-05-23	 	CAFE BELLMAN	 	-25,00	 	5 763,24
2012-05-24	 	2012-05-23	 	T SNABBEN	 	-12,00	 	5 788,24
2012-05-24	 	2012-05-24	 	00091702944735	 	5 000,00	 	5 800,24
2012-05-23	 	2012-05-21	 	ICA NARA BERGS	 	-68,30	 	800,24
2012-05-23	 	2012-05-22	 	FISKELEGET I S	 	-79,00	 	868,54
2012-05-23	 	2012-05-22	 	00091702944735	 	800,00	 	947,54
2012-05-22	 	2012-05-21	 	JARNVAGSCAFEET	 	-65,00	 	147,54
2012-05-22	 	2012-05-20	 	COOP KONSUM BE	 	-51,40	 	212,54
2012-05-21	 	2012-05-18	 	Pressbyran 512	 	-20,00	 	263,94
2012-05-21	 	2012-05-18	 	COOP KONSUM BE	 	-31,18	 	283,94
2012-05-21	 	2012-05-19	 	COOP KONSUM BE	 	-30,35	 	315,12
2012-05-21	 	2012-05-18	 	MAX STOCKHOLM	 	-63,00	 	345,47
2012-05-21	 	2012-05-17	 	COOP KONSUM BE	 	-95,60	 	408,47
2012-05-21	 	2012-05-18	 	CAFE BELLMAN	 	-75,00	 	504,07
2012-05-21	 	2012-05-19	 	MUGEN	 	-30,00	 	579,07
2012-05-21	 	2012-05-18	 	SL Bergshamra	 	-560,00	 	609,07
2012-05-18	 	2012-05-18	 	BANKOMAT 22.58	 	-300,00	 	1 169,07
2012-05-18	 	2012-05-16	 	TEKNISKA HOGSK	 	-60,00	 	1 469,07
2012-05-18	 	2012-05-17	 	PIZZERIA MILAN	 	-84,00	 	1 529,07
2012-05-18	 	2012-05-16	 	RESTAURANG Q	 	-37,00	 	1 613,07
2012-05-18	 	2012-05-18	 	00091702944735	 	500,00	 	1 650,07
2012-05-18	 	2012-05-17	 	00091702944735	 	500,00	 	1 150,07
2012-05-16	 	2012-05-14	 	COOP KONSUM BE	 	-67,75	 	650,07
2012-05-15	 	2012-05-15	 	BANKOMAT 19.05	 	-100,00	 	717,82
2012-05-15	 	2012-05-14	 	CITY HELSOCENT	 	-1 075,00	 	817,82
2012-05-15	 	2012-05-14	 	TEKNISKA HOGSK	 	-60,00	 	1 892,82
2012-05-15	 	2012-05-14	 	CITY HELSOCENT	 	-400,00	 	1 952,82
2012-05-14	 	2012-05-11	 	ICA NARA BERGS	 	-76,80	 	2 352,82
2012-05-11	 	2012-05-09	 	MCDONALD S SLU	 	-30,00	 	2 429,62
2012-05-11	 	2012-05-09	 	COOP NARA KRIS	 	-63,78	 	2 459,62
2012-05-10	 	2012-05-09	 	STOCKHOLM VACC	 	-440,00	 	2 523,40
2012-05-10	 	2012-05-08	 	COOP KONSUM BE	 	-95,62	 	2 963,40
2012-05-10	 	2012-05-08	 	MCDONALD S ST	 	-54,00	 	3 059,02
2012-05-10	 	2012-05-09	 	NYBERGS KONDIT	 	-49,00	 	3 113,02
2012-05-09	 	2012-05-07	 	COOP KONSUM SV	 	-14,95	 	3 162,02
2012-05-09	 	2012-05-08	 	BULLENS CAFE	 	-60,00	 	3 176,97
2012-05-09	 	2012-05-07	 	MCDONALD S KUN	 	-55,00	 	3 236,97
2012-05-09	 	2012-05-09	 	00091702944735	 	2 000,00	 	3 291,97
2012-05-08	 	2012-05-07	 	BENJYS COFFE S	 	-23,00	 	1 291,97
2012-05-08	 	2012-05-08	 	00091702944735	 	1 000,00	 	1 314,97
2012-05-08	 	2012-05-08	 	Överf Internet	 	-294,00	 	314,97
2012-05-07	 	2012-05-07	 	Överf Internet	 	-100,00	 	608,97
2012-05-07	 	2012-05-06	 	7-Eleven 18126	 	-12,00	 	708,97
2012-05-07	 	2012-05-05	 	BURGER KING	 	-55,00	 	720,97
2012-05-07	 	2012-05-04	 	GIH-BADET	 	-320,00	 	775,97
2012-05-07	 	2012-05-04	 	T SNABBEN	 	-30,00	 	1 095,97
2012-05-07	 	2012-05-04	 	CITY POLISMEST	 	-350,00	 	1 125,97
2012-05-07	 	2012-05-04	 	1815 KONTANTEN	 	-300,00	 	1 475,97
2012-05-05	 	2012-05-05	 	BANKOMAT 18.17	 	-100,00	 	1 775,97
2012-05-04	 	2012-05-03	 	LA REGINELLA	 	-69,00	 	1 875,97
2012-05-04	 	2012-05-02	 	COOP KONSUM KI	 	-34,45	 	1 944,97
2012-05-04	 	2012-05-02	 	COOP KONSUM BE	 	-8,45	 	1 979,42
2012-05-04	 	2012-05-03	 	1107 KONTANTEN	 	-200,00	 	1 987,87
2012-05-03	 	2012-05-01	 	COOP KONSUM BE	 	-15,00	 	2 187,87
2012-05-03	 	2012-05-03	 	00091702944735	 	2 000,00	 	2 202,87
2012-05-03	 	2012-05-03	 	Överf Internet	 	-2 735,00	 	202,87
2012-05-02	 	2012-05-01	 	HEMKOP STHLM C	 	-85,62	 	2 937,87
2012-05-02	 	2012-05-02	 	IKANO BANK	 	-100,00	 	3 023,49
2012-04-30	 	2012-04-29	 	JERNVEGSGRILLE	 	-70,00	 	3 123,49
2012-04-30	 	2012-04-28	 	1815 KONTANTEN	 	-200,00	 	3 193,49
2012-04-30	 	2012-04-28	 	BURGER KING OD	 	-59,00	 	3 393,49
2012-04-30	 	2012-04-30	 	FITNESS24	 	-169,00	 	3 452,49
2012-04-30	 	2012-04-30	 	Stående överf	 	1 000,00	 	3 621,49
2012-04-28	 	2012-04-28	 	BANKOMAT 15.45	 	-200,00	 	2 621,49
2012-04-27	 	2012-04-27	 	Överf Internet	 	-10 000,00	 	2 821,49
2012-04-27	 	2012-04-27	 	kristina fest	 	-350,00	 	12 821,49
2012-04-27	 	2012-04-27	 	TELE2 SVERIGE	 	-140,00	 	13 171,49
2012-04-25	 	2012-04-23	 	STUDSTÖD	 	8 920,00	 	13 311,49
2012-04-16	 	2012-04-16	 	Överf Internet	 	-6 000,00	 	4 391,49
2012-04-10	 	2012-04-09	 	00091702944735	 	10 000,00	 	10 391,49
2012-04-05	 	2012-04-05	 	Ebbas Dansklub	 	-1 000,00	 	391,49
2012-04-02	 	2012-04-02	 	IKANO BANK	 	-100,00	 	1 391,49
2012-03-30	 	2012-03-30	 	Stående överf	 	1 000,00	 	1 491,49
2012-03-29	 	2012-03-29	 	FITNESS24	 	-169,00	 	491,49
2012-03-27	 	2012-03-27	 	TELE2 SVERIGE	 	-105,00	 	660,49
2012-03-26	 	2012-03-26	 	Överf Internet	 	-2 726,00	 	765,49
2012-03-26	 	2012-03-26	 	KREDITOR AB /N	 	-128,00	 	3 491,49
2012-03-23	 	2012-03-23	 	Överf Internet	 	-9 000,00	 	3 619,49
2012-03-23	 	2012-03-23	 	Överf Internet	 	-1 000,00	 	12 619,49
2012-03-23	 	2012-03-21	 	STUDSTÖD	 	8 920,00	 	13 619,49
2012-03-23	 	2012-03-21	 	LÖN	 	3 110,00	 	4 699,49
2012-03-16	 	2012-03-16	 	KREDITOR AB /N	 	-167,00	 	1 589,49
2012-03-15	 	2012-03-15	 	Överf Internet	 	-2 000,00	 	1 756,49
2012-03-05	 	2012-03-05	 	Överf Internet	 	-5 000,00	 	3 756,49
2012-03-05	 	2012-03-05	 	Överf Internet	 	-2 739,00	 	8 756,49
2012-03-01	 	2012-03-01	 	IKANO BANK	 	-100,00	 	11 495,49
2012-02-29	 	2012-02-29	 	FITNESS24	 	-169,00	 	11 595,49
2012-02-29	 	2012-02-29	 	Stående överf	 	1 000,00	 	11 764,49
2012-02-27	 	2012-02-27	 	TELE2 SVERIGE	 	-93,00	 	10 764,49
2012-02-24	 	2012-02-24	 	THS FLYGSEKTIO	 	-700,00	 	10 857,49
2012-02-24	 	2012-02-22	 	LÖN	 	1 581,00	 	11 557,49
2012-02-24	 	2012-02-22	 	STUDSTÖD	 	8 920,00	 	9 976,49
2012-02-23	 	2012-02-23	 	Överf Internet	 	-1 000,00	 	1 056,49
2012-02-20	 	2012-02-20	 	KREDITOR AB /N	 	-247,00	 	2 056,49
2012-02-17	 	2012-02-17	 	kf middag	 	-100,00	 	2 303,49
2012-02-03	 	2012-02-03	 	THS FLYGSEKTIO	 	-1 000,00	 	2 403,49
2012-02-01	 	2012-02-01	 	IKANO BANK	 	-100,00	 	3 403,49
2012-01-31	 	2012-01-31	 	Överf Internet	 	-100,00	 	3 503,49
2012-01-30	 	2012-01-30	 	FITNESS24	 	-199,00	 	3 603,49
2012-01-30	 	2012-01-30	 	Stående överf	 	1 000,00	 	3 802,49
2012-01-27	 	2012-01-27	 	Överf Internet	 	-2 711,00	 	2 802,49
2012-01-27	 	2012-01-27	 	TELE2 SVERIGE	 	-71,00	 	5 513,49
2012-01-26	 	2012-01-26	 	Överf Internet	 	-25 000,00	 	5 584,49
2012-01-25	 	2012-01-23	 	LÖN	 	6 880,00	 	30 584,49
2012-01-20	 	2012-01-20	 	ÅTERBET KURS	 	8 000,00	 	23 704,49
2012-01-19	 	2012-01-18	 	STUDSTÖD	 	13 230,00	 	15 704,49
2012-01-12	 	2012-01-12	 	Överf Internet	 	-200,00	 	2 474,49
2012-01-11	 	2012-01-11	 	Överf Internet	 	-100,00	 	2 674,49
2012-01-02	 	2012-01-02	 	IKANO BANK	 	-100,00	 	2 774,49
